Arm,Problem,M,Run,IGD,IGDp,FEWithinBudget,HandleIdentity,Runtime,SurvivalRateAll,SurvivalRateLate,SurvivalRatePooled,SurvivalRateEarly,SurvivalRateStage1,SurvivalRateStage2,SurvivalRateStage3,SurvivalRateStage4,OracleHitRate,OracleHitRateLate,OracleGainRatio,OracleGainRatioLate,OracleAlgorithmGain,OracleOracleGain,OraclePoolConsidered,OracleSubsampledFraction,OracleRowCount,BatchSizeMean,BatchSizeMin,BatchSizeMax,BatchSpreadMean,PoolRawMean,PoolUniqueMean,LastRoundUniqueMean,SelectedFromLastRoundMean,RetainedCountMean,GenerationCount,EvaluatedTotal,SurvivorTotal,AggregationChangedFraction,IndicatorOperationalFraction,IndicatorAvailableFraction,IndicatorModeFraction,ExploreModeFraction,LambdaTMean,PErrMean,FallbackGenerationCount,TruncatedGenerationCount,meta_M,meta_Run,meta_CompletedFE,meta_MaxFE,meta_ActualD,meta_Gmax,meta_ProblemN,meta_PMix,meta_QKeep,meta_NMin,meta_NMax,meta_RGood,meta_Lambda0,meta_OracleEvery,meta_OraclePoolLimit,meta_OracleReferenceSize,meta_SchemaVersion,meta_ArmID
V1_POOL_ONLY,WFG3,20,7,3.0089939547576314,2.6616052204590552,1.0,1.0,221.6127178,0.7205882352941178,0.6533333333333334,0.725,0.9074074074074072,,0.9074074074074072,0.7361111111111113,0.5769230769230769,0.0,0.0,0.006959089370759,0.0019430428549552,0.0030235167908628,0.3146948424792139,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.6933063146763407,3010.0,3009.9117647058824,60.0,0.0245098039215686,3009.9117647058824,34.0,200.0,145.0,0.1035539215686274,0.0,1.0,0.0,0.0,0.114604885291404,0.0148419510152815,0.0,1.0,20.0,7.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,8,2.976522749691996,2.70105713840897,1.0,1.0,217.7292624,0.7156862745098039,0.6333333333333334,0.71,0.9444444444444444,,0.9444444444444444,0.6805555555555557,0.5897435897435896,0.0049019607843137,0.0,0.0098229363150246,0.0001906294532457,0.0024328571825187,0.302324777811592,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.6075999724156722,3010.0,3009.9411764705883,60.0,0.0147058823529411,3009.9411764705883,34.0,200.0,142.0,0.1274509803921568,0.0,1.0,0.0,0.0,0.114391920390141,0.0142139418044798,0.0,1.0,20.0,8.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,9,2.800791139056801,2.4619170808248034,1.0,1.0,214.1053421,0.7352941176470588,0.6533333333333334,0.73,0.9629629629629628,,0.9629629629629628,0.7777777777777778,0.5384615384615384,0.0,0.0,0.0033075203369735,0.004498227658284,0.0009141466377008,0.3081074491217226,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.7246664620356584,3010.0,3009.9117647058824,60.0,0.0294117647058823,3009.9117647058824,34.0,200.0,146.0,0.1286764705882352,0.0,1.0,0.0,0.0,0.1145010079160173,0.0137115344358383,0.0,1.0,20.0,9.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,10,2.882580386927002,2.6569912603148382,1.0,1.0,214.3725155,0.7009803921568628,0.5933333333333333,0.705,1.0,,1.0,0.625,0.5641025641025641,0.0,0.0,0.0,0.0,0.0,0.2783533802012018,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.612964711604668,3010.0,3009.9411764705883,60.0,0.0049019607843137,3009.9411764705883,34.0,200.0,141.0,0.1090686274509804,0.0,1.0,0.0,0.0,0.1137787508043945,0.0169771823320075,0.0,1.0,20.0,10.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,1,20.78120175087665,18.10359473158668,1.0,1.0,208.6390524,0.8529411764705882,0.8,0.85,1.0,,1.0,0.9166666666666669,0.6923076923076923,0.0392156862745098,0.0399999999999999,0.1390690921845749,0.1299557300678557,0.2764233974109351,1.770533262180594,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.729116806419286,3010.0,3009.970588235294,60.0,0.0147058823529411,3009.970588235294,34.0,200.0,170.0,0.1299019607843137,0.0,1.0,0.0,0.0,0.1143856247916327,0.0126648524178354,0.0,1.0,20.0,1.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,2,21.23808997683084,18.20665062011883,1.0,1.0,265.6244563000001,0.7990196078431372,0.7400000000000001,0.805,0.9629629629629628,,0.9629629629629628,0.7916666666666666,0.6923076923076923,0.0245098039215686,0.02,0.0862058412889076,0.0721371862969506,0.2054726677906467,1.8235353887060748,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.7327719531967274,3010.0,3009.8823529411766,60.0,0.0147058823529411,3009.8823529411766,34.0,200.0,161.0,0.1378676470588235,0.0,1.0,0.0,0.0,0.1130208909977593,0.0193217500523341,0.0,1.0,20.0,2.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,3,22.06732095411228,18.50241831544174,1.0,1.0,242.16667310000005,0.7598039215686276,0.68,0.765,0.9814814814814814,,0.9814814814814814,0.763888888888889,0.6025641025641026,0.0049019607843137,0.0066666666666666,0.0615814982553572,0.0666552029269533,0.1978780723647233,3.1464143191525835,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.771653864170598,3010.0,3009.970588235294,60.0,0.0196078431372549,3009.970588235294,34.0,200.0,153.0,0.1464460784313725,0.0,1.0,0.0,0.0,0.1144401142821699,0.0127067196985555,0.0,1.0,20.0,3.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,4,20.127588292683424,17.45825575014484,1.0,1.0,263.539935,0.8333333333333333,0.7866666666666667,0.84,0.9629629629629628,,0.9629629629629628,0.875,0.7051282051282051,0.0196078431372549,0.0133333333333333,0.1089821741423499,0.1003260807623398,0.2200117513957709,2.028011700976283,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.728718574074517,3010.0,3009.9411764705883,60.0,0.0049019607843137,3009.9411764705883,34.0,200.0,168.0,0.136642156862745,0.0,1.0,0.0,0.0,0.1151928724831173,0.0116600376805526,0.0,1.0,20.0,4.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,5,21.832898940459938,19.095413118650463,1.0,1.0,246.2962353,0.7450980392156861,0.6533333333333333,0.76,1.0,,1.0,0.736111111111111,0.5769230769230769,0.0245098039215686,0.0266666666666666,0.0758840798993299,0.0623213391549479,0.1714911582874136,1.8299992661656777,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.7218759171269138,3010.0,3009.8823529411766,60.0,0.0294117647058823,3009.8823529411766,34.0,200.0,152.0,0.1378676470588235,0.0,1.0,0.0,0.0,0.1124692663146713,0.0249738329495499,0.0,1.0,20.0,5.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,6,20.489410475616243,17.215203677671166,1.0,1.0,248.35169080000009,0.8725490196078431,0.8466666666666666,0.88,0.9444444444444444,,0.9444444444444444,0.986111111111111,0.717948717948718,0.0245098039215686,0.0133333333333333,0.1203893859125582,0.0927849527682677,0.2701859695212741,1.812704475664956,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.6922526471529746,3010.0,3010.0,60.0,0.0049019607843137,3010.0,34.0,200.0,176.0,0.1501225490196078,0.0,1.0,0.0,0.0,0.1144185138665984,0.0156792966296839,0.0,1.0,20.0,6.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,7,21.109291805489377,18.20664178664217,1.0,1.0,227.87246250000004,0.8333333333333333,0.7800000000000001,0.85,0.9814814814814816,,0.9814814814814816,0.8194444444444445,0.7435897435897435,0.0196078431372549,0.0266666666666666,0.1154964194390356,0.1158273368126914,0.2081226291402413,1.7584398449074403,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.7085076612418044,3010.0,3009.8529411764707,60.0,0.0098039215686274,3009.8529411764707,34.0,200.0,170.0,0.1488970588235294,0.0,1.0,0.0,0.0,0.1141918723203002,0.0163073058404856,0.0,1.0,20.0,7.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,8,20.519495688340346,17.99774380877306,1.0,1.0,223.41153860000009,0.8235294117647057,0.78,0.82,0.9444444444444444,,0.9444444444444444,0.8194444444444445,0.7435897435897435,0.0392156862745098,0.0466666666666666,0.1179189472076254,0.1348819122591202,0.1721705870429923,1.419346167183077,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.675232902929089,3010.0,3009.9411764705883,60.0,0.0147058823529411,3009.9411764705883,34.0,200.0,164.0,0.1164215686274509,0.0,1.0,0.0,0.0,0.1150833507780336,0.015386225664643,0.0,1.0,20.0,8.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,9,20.958520864923223,18.350763158905817,1.0,1.0,227.1730972,0.7696078431372552,0.7,0.775,0.9629629629629628,,0.9629629629629628,0.7916666666666666,0.6153846153846154,0.0392156862745098,0.0333333333333333,0.1175171770087669,0.1163903078857173,0.1872281521519183,1.6018734242249748,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.6912757363601332,3010.0,3009.970588235294,60.0,0.0294117647058823,3009.970588235294,34.0,200.0,155.0,0.1427696078431372,0.0,1.0,0.0,0.0,0.1121041216011908,0.0217291186937408,0.0,1.0,20.0,9.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG7,20,10,21.395069198489907,18.359917493662497,1.0,1.0,226.795556,0.8529411764705881,0.82,0.85,0.9444444444444444,,0.9444444444444444,0.9166666666666666,0.730769230769231,0.0245098039215686,0.02,0.0921786749785217,0.0905402179494064,0.2145362168546437,2.004102358488898,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.748328098324841,3010.0,3009.970588235294,60.0,0.0245098039215686,3009.970588235294,34.0,200.0,170.0,0.1452205882352941,0.0,1.0,0.0,0.0,0.1139549190178246,0.0152815574628427,0.0,1.0,20.0,10.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V2_EXPLORE_ONLY,DTLZ2,20,1,1.29783683133478,1.0104360305017683,1.0,1.0,313.0718767000001,0.7009803921568627,0.6266666666666666,0.705,0.9074074074074072,,0.9074074074074072,0.7222222222222222,0.5384615384615384,0.0,0.0,0.0324467997118963,0.035710681914223,0.0051558634488315,0.1423463846308991,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.9464811621270464,3010.0,3009.970588235294,60.0,0.0147058823529411,602.0,34.0,200.0,141.0,0.1292892156862745,0.0,1.0,0.0,1.0,0.1087266415462982,0.0501151350219803,0.0,1.0,20.0,1.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,2,1.2302975241921144,0.9037998529966862,1.0,1.0,232.78509789999995,0.784313725490196,0.72,0.78,0.9629629629629628,,0.9629629629629628,0.7916666666666666,0.6538461538461539,0.0196078431372549,0.0266666666666666,0.0528154912169341,0.0497600231179829,0.0066597432928906,0.109885935009934,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.027083026645739,3010.0,3009.764705882353,60.0,0.0294117647058823,602.0,34.0,200.0,156.0,0.102328431372549,0.0,1.0,0.0,1.0,0.1114997441443955,0.0280720117228386,0.0,1.0,20.0,2.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,3,1.191663382797678,0.8527259861128306,1.0,1.0,269.0232877,0.8137254901960782,0.78,0.82,0.9074074074074072,,0.9074074074074072,0.9305555555555556,0.641025641025641,0.0196078431372549,0.02,0.0501164269174808,0.0417924988304556,0.0044720358676551,0.0796472893325089,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.938981536516449,3010.0,3009.9411764705883,60.0,0.0098039215686274,602.0,34.0,200.0,164.0,0.1170343137254902,0.0,1.0,0.0,1.0,0.1112662642755797,0.0326564789616914,0.0,1.0,20.0,3.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,4,1.2726265488487778,0.968361423410571,1.0,1.0,262.2053120000001,0.7696078431372549,0.7266666666666666,0.775,0.8888888888888888,,0.8888888888888888,0.7777777777777777,0.6794871794871794,0.0049019607843137,0.0066666666666666,0.0438104579313909,0.0470628129566065,0.0055684144203262,0.123348865835932,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.0003228129361137,3010.0,3010.0,60.0,0.0098039215686274,602.0,34.0,200.0,155.0,0.1035539215686274,0.0,1.0,0.0,1.0,0.111664189519224,0.0251203684320703,0.0,1.0,20.0,4.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,5,1.196597498311663,0.9084321417906044,1.0,1.0,248.30286520000004,0.8333333333333333,0.7866666666666667,0.83,0.9629629629629628,,0.9629629629629628,0.875,0.7051282051282051,0.0098039215686274,0.0133333333333333,0.0529762676883763,0.0476010209169133,0.0064345378419302,0.1137199798084433,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.872413512705957,3010.0,3009.9117647058824,60.0,0.0294117647058823,602.0,34.0,200.0,166.0,0.1341911764705882,0.0,1.0,0.0,1.0,0.111899189015266,0.0259577140464726,0.0,1.0,20.0,5.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,6,1.1561164116636042,0.8370834873125408,1.0,1.0,246.73757600000008,0.7794117647058822,0.7199999999999999,0.795,0.9444444444444444,,0.9444444444444444,0.7916666666666665,0.6538461538461537,0.0098039215686274,0.0133333333333333,0.0647718034312583,0.0675918277832628,0.0076130905558979,0.1065416983246864,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.0002988958975707,3010.0,3010.0,60.0,0.034313725490196,602.0,34.0,200.0,159.0,0.0802696078431372,0.0,1.0,0.0,1.0,0.1123514952046457,0.0247016956248691,0.0,1.0,20.0,6.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,7,1.173622187536422,0.90514379132923,1.0,1.0,247.0077587,0.7205882352941178,0.6466666666666667,0.735,0.925925925925926,,0.925925925925926,0.7638888888888888,0.5384615384615384,0.0049019607843137,0.0066666666666666,0.0471365468048547,0.042871333283157,0.0051176179655767,0.1004758784493807,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.0135229122584453,3010.0,3009.970588235294,60.0,0.0098039215686274,602.0,34.0,200.0,147.0,0.1066176470588235,0.0,1.0,0.0,1.0,0.1118913737895316,0.0240736864140674,0.0,1.0,20.0,7.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,8,1.2058927184908923,0.8818083056290845,1.0,1.0,245.9851397,0.7401960784313726,0.6533333333333333,0.745,0.9814814814814814,,0.9814814814814814,0.736111111111111,0.5769230769230769,0.0147058823529411,0.0066666666666666,0.0575408420200866,0.0356388084558246,0.0070078224346685,0.0957225959123854,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.038490890774242,3010.0,3009.9117647058824,60.0,0.034313725490196,602.0,34.0,200.0,149.0,0.1047794117647058,0.0,1.0,0.0,1.0,0.1099623155707518,0.0373246807619845,0.0,1.0,20.0,8.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,9,1.2108987502890405,0.872374575457255,1.0,1.0,245.8549232,0.8382352941176472,0.8333333333333333,0.845,0.8518518518518517,,0.8518518518518517,0.8472222222222222,0.8205128205128205,0.0098039215686274,0.0,0.0446746459776074,0.0379484705473054,0.0054971695984455,0.1201114607735123,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.939659799019493,3010.0,3009.970588235294,60.0,0.0196078431372549,602.0,34.0,200.0,169.0,0.1341911764705882,0.0,1.0,0.0,1.0,0.1120345443831941,0.0263554532133137,0.0,1.0,20.0,9.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ2,20,10,1.229687378047111,0.9683864775096672,1.0,1.0,247.49676449999995,0.7450980392156864,0.6733333333333335,0.76,0.9444444444444444,,0.9444444444444444,0.7222222222222223,0.6282051282051282,0.0098039215686274,0.0066666666666666,0.0408463789239198,0.0399040465030164,0.0054504175255098,0.1251345009801315,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.8815883006778784,3010.0,3009.9411764705883,60.0,0.0294117647058823,602.0,34.0,200.0,152.0,0.1323529411764706,0.0,1.0,0.0,1.0,0.1115686700935811,0.0243248900983881,0.0,1.0,20.0,10.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,1,15.557747372379003,15.461035802856877,1.0,1.0,238.2840443,0.9019607843137254,0.8666666666666667,0.9,1.0,,1.0,0.9583333333333334,0.782051282051282,0.0049019607843137,0.0066666666666666,0.194256388851843,0.2004218414151886,1.0565669778667548,4.924890205958524,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.6767379210002904,3010.0,3010.0,60.0,0.0490196078431372,602.0,34.0,200.0,180.0,0.1066176470588235,0.0,1.0,0.0,1.0,0.1155581257413997,0.0099853464517479,0.0,1.0,20.0,1.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,2,21.48160127042186,21.42999215547061,1.0,1.0,228.1827451,0.7107843137254903,0.6466666666666666,0.725,0.8888888888888888,,0.8888888888888888,0.8472222222222222,0.4615384615384616,0.034313725490196,0.0266666666666666,0.1774834399413558,0.1498249502990084,0.9316132791400558,5.840683453580561,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.169951793878848,3010.0,3009.9411764705883,60.0,0.0245098039215686,602.0,34.0,200.0,145.0,0.1029411764705882,0.0,1.0,0.0,1.0,0.1149882655315981,0.0113669667155118,0.0,1.0,20.0,2.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,3,27.42442934550945,27.38380514332752,1.0,1.0,228.432022,0.6470588235294118,0.58,0.65,0.8333333333333334,,0.8333333333333334,0.638888888888889,0.5256410256410257,0.0588235294117647,0.0733333333333333,0.1574484680285296,0.106670933818853,0.7659909602937593,4.923222641174709,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.357387116447641,3010.0,3010.0,60.0,0.0245098039215686,602.0,34.0,200.0,130.0,0.1654411764705882,0.0,1.0,0.0,1.0,0.1152167523395281,0.0109482939083106,0.0,1.0,20.0,3.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,4,11.397598016784633,11.30150968329388,1.0,1.0,241.2018581,0.8921568627450981,0.8733333333333333,0.89,0.9444444444444444,,0.9444444444444444,0.9027777777777776,0.846153846153846,0.0490196078431372,0.0533333333333333,0.3355081740366989,0.2786970107113513,1.506644304793893,2.8759711771976377,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.753318088119531,3010.0,3009.970588235294,60.0,0.0196078431372549,602.0,34.0,200.0,178.0,0.1011029411764705,0.0,1.0,0.0,1.0,0.1145818737934082,0.0226711325099434,0.0,1.0,20.0,4.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,5,14.514241466147418,14.39632422997001,1.0,1.0,239.4492459,0.8872549019607842,0.8466666666666669,0.885,1.0,,1.0,0.9166666666666666,0.782051282051282,0.0245098039215686,0.02,0.2560343061581696,0.217275234708599,1.0517344939872837,3.6601510104113584,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.7165957812170298,3010.0,3009.9411764705883,60.0,0.0196078431372549,602.0,34.0,200.0,177.0,0.0790441176470588,0.0,1.0,0.0,1.0,0.1143708626985788,0.0214151140883399,0.0,1.0,20.0,5.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,6,14.242329812770526,14.109883183457857,1.0,1.0,296.35498630000006,0.9558823529411764,0.9399999999999998,0.955,1.0,,1.0,0.986111111111111,0.8974358974358976,0.0245098039215686,0.0266666666666666,0.2607388278921344,0.2417898016273753,1.3630534537766494,4.340695790614107,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.39919613533939,3010.0,3009.970588235294,60.0,0.0245098039215686,602.0,34.0,200.0,191.0,0.1060049019607843,0.0,1.0,0.0,1.0,0.1147776886159762,0.0181285325518107,0.0,1.0,20.0,6.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,7,14.509390841039815,14.362177002333535,1.0,1.0,232.3373634,0.8333333333333331,0.7933333333333333,0.83,0.9444444444444444,,0.9444444444444444,0.6805555555555555,0.8974358974358976,0.0294117647058823,0.0266666666666666,0.215736508894698,0.2086255440631297,1.1208008473686712,5.763071284713906,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.9308861074911177,3010.0,3009.970588235294,60.0,0.0147058823529411,602.0,34.0,200.0,166.0,0.1102941176470588,0.0,1.0,0.0,1.0,0.1145099085897704,0.0150722210592422,0.0,1.0,20.0,7.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,8,15.118722223591746,15.054384402256794,1.0,1.0,266.68685860000005,0.6274509803921567,0.5266666666666667,0.63,0.9074074074074076,,0.9074074074074076,0.5277777777777778,0.5256410256410257,0.0147058823529411,0.02,0.2175274607301565,0.2222222222222222,1.383158747024129,4.355507934933991,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.1896856582810256,3010.0,3009.8529411764707,60.0,0.0098039215686274,602.0,34.0,200.0,126.0,0.1096813725490196,0.0,1.0,0.0,1.0,0.1151979740888051,0.0124345823738748,0.0,1.0,20.0,8.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,9,32.854996435402896,32.808319939056446,1.0,1.0,248.403853,0.6813725490196078,0.6333333333333334,0.675,0.8148148148148148,,0.8148148148148148,0.6805555555555557,0.5897435897435896,0.0245098039215686,0.02,0.1120815125963759,0.0677176208168396,0.8238021060153659,8.085271692745623,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.387822549973837,3010.0,3009.970588235294,60.0,0.0098039215686274,602.0,34.0,200.0,135.0,0.1219362745098039,0.0,1.0,0.0,1.0,0.1156235782569255,0.0101737492149884,0.0,1.0,20.0,9.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,DTLZ7,20,10,37.875497097432216,37.83992395021374,1.0,1.0,254.5538862,0.5980392156862746,0.5466666666666666,0.61,0.7407407407407408,,0.7407407407407408,0.6666666666666666,0.4358974358974359,0.0539215686274509,0.0533333333333333,0.1140453599991714,0.0552470008676706,0.4482677336445531,6.782625686943576,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.428906372427784,3010.0,3009.9411764705883,60.0,0.0441176470588235,602.0,34.0,200.0,122.0,0.1200980392156862,0.0,1.0,0.0,1.0,0.1147889772753704,0.0116809713209127,0.0,1.0,20.0,10.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,WFG3,20,1,2.865296814709743,2.58457800087392,1.0,1.0,225.61982860000003,0.6568627450980393,0.5466666666666666,0.67,0.9629629629629632,,0.9629629629629632,0.6666666666666666,0.4358974358974359,0.0,0.0,0.0009382826838984,0.0,0.0003543072187668,0.3138181183256167,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.872248918500424,3010.0,3010.0,60.0,0.0392156862745098,602.0,34.0,200.0,134.0,0.0747549019607843,0.0,1.0,0.0,1.0,0.1136674923824808,0.0236131463261461,0.0,1.0,20.0,1.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
V2_EXPLORE_ONLY,WFG3,20,2,2.7460612060532403,2.499275908573677,1.0,1.0,210.2182295,0.661764705882353,0.5599999999999998,0.665,0.9444444444444444,,0.9444444444444444,0.6805555555555555,0.4487179487179487,0.0049019607843137,0.0,0.0053095092485281,0.0012754141584905,0.0017304795154111,0.2985292082628499,400.0,1.0,34.0,5.882352941176471,2.0,6.0,2.109649731232557,3010.0,3009.8529411764707,60.0,0.0147058823529411,602.0,34.0,200.0,133.0,0.1286764705882352,0.0,1.0,0.0,1.0,0.1135300746633172,0.0205987021142976,0.0,1.0,20.0,2.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,2.0
