Problem,M,Run,Seed,Stage,View,SelectionRule,Truth,TruthType,Horizon,NumberOfCheckpoints,ValidPrecisionCheckpoints,MeanSelectedRate,MeanPrecision,MeanRecall,MeanChance,MeanLift,MeanAUC,MeanRetentionRate
DTLZ2,10,6,11006,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.04,0.236666666666667,0.044,0.946666666666667,0.518339867064569,0.04
DTLZ2,10,6,11006,"S1_[0,0.25]",score_v,top25,population_final,retention,FINAL,5,5,0.25,0.024,0.156666666666667,0.044,0.626666666666667,0.525116115029843,0.024
DTLZ2,10,6,11006,"S2_(0.25,0.50]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.0552380952380952,0.117475921992729,0.116666666666667,0.469903687970915,0.514819186574869,0.0552380952380952
DTLZ2,10,6,11006,"S2_(0.25,0.50]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.140952380952381,0.30978942859195,0.116666666666667,1.2391577143678,0.513415116838541,0.140952380952381
DTLZ2,10,6,11006,"S2_(0.25,0.50]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.131428571428571,0.295550228638464,0.116666666666667,1.18220091455386,0.529394084316957,0.131428571428571
DTLZ2,10,6,11006,"S3_(0.50,0.75]",anchor_margin,top25,population_final,retention,FINAL,20,20,0.25,0.338,0.271567638750702,0.302,1.08627055500281,0.617405544480021,0.338
DTLZ2,10,6,11006,"S3_(0.50,0.75]",score_hybrid,top25,population_final,retention,FINAL,20,20,0.25,0.388,0.311323072446298,0.302,1.24529228978519,0.59041792188987,0.388
DTLZ2,10,6,11006,"S3_(0.50,0.75]",score_v,top25,population_final,retention,FINAL,20,20,0.25,0.324,0.254826579400616,0.302,1.01930631760246,0.533490800275669,0.324
DTLZ2,10,6,11006,"S4_(0.75,1.00]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.704761904761905,0.257417599655495,0.7,1.02967039862198,0.530783681146109,0.704761904761905
DTLZ2,10,6,11006,"S4_(0.75,1.00]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.756190476190476,0.280786509446898,0.7,1.12314603778759,0.491543705089379,0.756190476190476
DTLZ2,10,6,11006,"S4_(0.75,1.00]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.733333333333333,0.269827695420561,0.7,1.07931078168224,0.463487353167438,0.733333333333333
DTLZ2,10,7,11007,"S1_[0,0.25]",anchor_margin,top25,population_final,retention,FINAL,5,5,0.25,0.072,0.3,0.06,1.2,0.68563829787234,0.072
DTLZ2,10,7,11007,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.16,0.666666666666667,0.06,2.66666666666667,0.790425531914894,0.16
DTLZ2,10,7,11007,"S1_[0,0.25]",score_v,top25,population_final,retention,FINAL,5,5,0.25,0.16,0.666666666666667,0.06,2.66666666666667,0.720212765957447,0.16
DTLZ2,10,7,11007,"S2_(0.25,0.50]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.12,0.34161235589807,0.0871428571428571,1.36644942359228,0.666332591589981,0.12
DTLZ2,10,7,11007,"S2_(0.25,0.50]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.156190476190476,0.47175456818314,0.0871428571428571,1.88701827273256,0.682847734517724,0.156190476190476
DTLZ2,10,7,11007,"S2_(0.25,0.50]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.139047619047619,0.387964152249867,0.0871428571428571,1.55185660899947,0.579338410596724,0.139047619047619
DTLZ2,10,7,11007,"S3_(0.50,0.75]",anchor_margin,top25,population_final,retention,FINAL,20,20,0.25,0.224,0.267681945647419,0.207,1.07072778258968,0.536869728113838,0.224
DTLZ2,10,7,11007,"S3_(0.50,0.75]",score_hybrid,top25,population_final,retention,FINAL,20,20,0.25,0.214,0.266820799440684,0.207,1.06728319776274,0.535591225163629,0.214
DTLZ2,10,7,11007,"S3_(0.50,0.75]",score_v,top25,population_final,retention,FINAL,20,20,0.25,0.178,0.223047115608177,0.207,0.892188462432708,0.487890885473361,0.178
DTLZ2,10,7,11007,"S4_(0.75,1.00]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.613333333333333,0.259206013326956,0.600952380952381,1.03682405330783,0.498137371268553,0.613333333333333
DTLZ2,10,7,11007,"S4_(0.75,1.00]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.620952380952381,0.263069860763671,0.600952380952381,1.05227944305468,0.502448409618461,0.620952380952381
DTLZ2,10,7,11007,"S4_(0.75,1.00]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.63047619047619,0.264597789033666,0.600952380952381,1.05839115613466,0.511087445757598,0.63047619047619
DTLZ2,10,8,11008,"S1_[0,0.25]",anchor_margin,top25,population_final,retention,FINAL,5,5,0.25,0.04,0.333333333333333,0.03,1.33333333333333,0.705841924398625,0.04
DTLZ2,10,8,11008,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.08,0.666666666666667,0.03,2.66666666666667,0.815120274914089,0.08
DTLZ2,10,8,11008,"S1_[0,0.25]",score_v,top25,population_final,retention,FINAL,5,5,0.25,0.08,0.666666666666667,0.03,2.66666666666667,0.795189003436426,0.08
DTLZ2,10,8,11008,"S2_(0.25,0.50]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.154285714285714,0.38295547045547,0.0976190476190476,1.53182188182188,0.680055931542095,0.154285714285714
DTLZ2,10,8,11008,"S2_(0.25,0.50]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.198095238095238,0.53231351981352,0.0976190476190476,2.12925407925408,0.722901988958615,0.198095238095238
DTLZ2,10,8,11008,"S2_(0.25,0.50]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.175238095238095,0.48206733742448,0.0976190476190476,1.92826934969792,0.705545761700871,0.175238095238095
DTLZ2,10,8,11008,"S3_(0.50,0.75]",anchor_margin,top25,population_final,retention,FINAL,20,20,0.25,0.442,0.312737157147044,0.3565,1.25094862858818,0.636524135907733,0.442
DTLZ2,10,8,11008,"S3_(0.50,0.75]",score_hybrid,top25,population_final,retention,FINAL,20,20,0.25,0.45,0.330023008739774,0.3565,1.3200920349591,0.649955684850886,0.45
DTLZ2,10,8,11008,"S3_(0.50,0.75]",score_v,top25,population_final,retention,FINAL,20,20,0.25,0.42,0.310727718226434,0.3565,1.24291087290574,0.606435448388695,0.42
DTLZ2,10,8,11008,"S4_(0.75,1.00]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.819047619047619,0.284943164938359,0.722380952380952,1.13977265975344,0.66679818770333,0.819047619047619
DTLZ2,10,8,11008,"S4_(0.75,1.00]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.687619047619048,0.236094140366489,0.722380952380952,0.944376561465955,0.591800610098515,0.687619047619048
DTLZ2,10,8,11008,"S4_(0.75,1.00]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.628571428571429,0.213355950103233,0.722380952380952,0.85342380041293,0.507714476159652,0.628571428571429
DTLZ2,10,9,11009,"S1_[0,0.25]",anchor_margin,top25,population_final,retention,FINAL,5,5,0.25,0.096,0.218181818181818,0.11,0.872727272727273,0.554239019407559,0.096
DTLZ2,10,9,11009,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.128,0.290909090909091,0.11,1.16363636363636,0.6073544433095,0.128
DTLZ2,10,9,11009,"S1_[0,0.25]",score_v,top25,population_final,retention,FINAL,5,5,0.25,0.104,0.236363636363636,0.11,0.945454545454545,0.623289070480082,0.104
DTLZ2,10,9,11009,"S2_(0.25,0.50]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.104761904761905,0.147281316636995,0.172380952380952,0.589125266547979,0.380705507578312,0.104761904761905
DTLZ2,10,9,11009,"S2_(0.25,0.50]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.188571428571429,0.233105868869767,0.172380952380952,0.932423475479068,0.41810954166199,0.188571428571429
DTLZ2,10,9,11009,"S2_(0.25,0.50]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.173333333333333,0.205975967102184,0.172380952380952,0.823903868408737,0.394535089221146,0.173333333333333
DTLZ2,10,9,11009,"S3_(0.50,0.75]",anchor_margin,top25,population_final,retention,FINAL,20,20,0.25,0.264,0.185112397624465,0.3485,0.740449590497859,0.453994109291945,0.264
