M,Problem,Algorithm,Run,Snapshots,FirstFE,LastFE,FinalIGD
10,WFG8,KRVEA_100,19,30,100,300,5.981769162
10,WFG8,KRVEA_100,2,18,100,300,6.023001496
10,WFG8,KRVEA_100,20,30,100,300,5.962534442
10,WFG8,KRVEA_100,21,30,100,300,5.866664519
10,WFG8,KRVEA_100,22,30,100,300,5.704078623
10,WFG8,KRVEA_100,23,30,100,300,5.748561213
10,WFG8,KRVEA_100,24,30,100,300,6.464640365
10,WFG8,KRVEA_100,25,30,100,300,6.137598929
10,WFG8,KRVEA_100,26,30,100,300,5.830591045
10,WFG8,KRVEA_100,27,30,100,300,6.625450664
10,WFG8,KRVEA_100,28,30,100,300,6.728135108
10,WFG8,KRVEA_100,29,30,100,300,6.484662691
10,WFG8,KRVEA_100,3,18,100,300,6.434224367
10,WFG8,KRVEA_100,30,30,100,300,6.47230741
10,WFG8,KRVEA_100,4,18,100,300,5.514052856
10,WFG8,KRVEA_100,5,18,100,300,6.866295443
10,WFG8,KRVEA_100,6,18,100,300,6.314888857
10,WFG8,KRVEA_100,7,18,100,300,6.426636819
10,WFG8,KRVEA_100,8,18,100,300,5.812095689
10,WFG8,KRVEA_100,9,18,100,300,5.868258601
10,WFG1,MCEAD,1,30,65,300,3.432300649
10,WFG1,MCEAD,10,30,65,300,3.407311945
10,WFG1,MCEAD,11,30,65,300,3.443612172
10,WFG1,MCEAD,12,30,65,300,3.514514516
10,WFG1,MCEAD,13,30,65,300,3.484455064
10,WFG1,MCEAD,14,30,65,300,3.508941019
10,WFG1,MCEAD,15,30,65,300,3.428693191
10,WFG1,MCEAD,16,30,65,300,3.482262786
10,WFG1,MCEAD,17,30,65,300,3.505612153
10,WFG1,MCEAD,18,30,65,300,3.41487742
10,WFG1,MCEAD,19,30,65,300,3.486935771
10,WFG1,MCEAD,2,30,65,300,3.477566876
10,WFG1,MCEAD,20,30,65,300,3.479175873
10,WFG1,MCEAD,21,30,65,300,3.515938579
10,WFG1,MCEAD,22,30,65,300,3.483548173
10,WFG1,MCEAD,23,30,65,300,3.475325462
10,WFG1,MCEAD,24,30,65,300,3.427996351
10,WFG1,MCEAD,25,30,65,300,3.449479392
10,WFG1,MCEAD,26,30,65,300,3.485820905
10,WFG1,MCEAD,27,30,65,300,3.408795021
10,WFG1,MCEAD,28,30,65,300,3.463352035
10,WFG1,MCEAD,29,30,65,300,3.411070489
10,WFG1,MCEAD,3,30,65,300,3.485891084
10,WFG1,MCEAD,30,30,65,300,3.499599479
10,WFG1,MCEAD,4,30,65,300,3.40978945
10,WFG1,MCEAD,5,30,65,300,3.451288494
10,WFG1,MCEAD,6,30,65,300,3.401608985
10,WFG1,MCEAD,7,30,65,300,3.460381713
10,WFG1,MCEAD,8,30,65,300,3.472573032
10,WFG1,MCEAD,9,30,65,300,3.475075992
10,WFG6,MCEAD,1,30,65,300,7.524643089
10,WFG6,MCEAD,10,30,65,300,6.673685293
10,WFG6,MCEAD,11,30,65,300,6.440733141
10,WFG6,MCEAD,12,30,65,300,6.450462223
10,WFG6,MCEAD,13,30,65,300,8.092358753
10,WFG6,MCEAD,14,30,65,300,6.789740496
10,WFG6,MCEAD,15,30,65,300,6.830195272
10,WFG6,MCEAD,16,30,65,300,7.858226225
10,WFG6,MCEAD,17,30,65,300,7.722869905
10,WFG6,MCEAD,18,30,65,300,6.386114192
10,WFG6,MCEAD,19,30,65,300,8.428748533
10,WFG6,MCEAD,2,30,65,300,7.722425556
10,WFG6,MCEAD,20,30,65,300,7.527239416
10,WFG6,MCEAD,21,30,65,300,7.893892939
10,WFG6,MCEAD,22,30,65,300,7.405936378
10,WFG6,MCEAD,23,30,65,300,6.889088959
10,WFG6,MCEAD,24,30,65,300,7.12731238
10,WFG6,MCEAD,25,30,65,300,8.275604167
10,WFG6,MCEAD,26,30,65,300,8.161398945
10,WFG6,MCEAD,27,30,65,300,8.074973047
10,WFG6,MCEAD,28,30,65,300,7.173793837
10,WFG6,MCEAD,29,30,65,300,8.438126965
10,WFG6,MCEAD,3,30,65,300,6.963528429
10,WFG6,MCEAD,30,30,65,300,6.698839953
10,WFG6,MCEAD,4,30,65,300,6.667431884
10,WFG6,MCEAD,5,30,65,300,7.712826921
10,WFG6,MCEAD,6,30,65,300,8.413027616
10,WFG6,MCEAD,7,30,65,300,6.530545005
10,WFG6,MCEAD,8,30,65,300,7.70581039
10,WFG6,MCEAD,9,30,65,300,8.03655437
10,WFG7,MCEAD,1,30,65,300,8.585239303
10,WFG7,MCEAD,10,30,65,300,8.102809586
10,WFG7,MCEAD,11,30,65,300,8.812946464
10,WFG7,MCEAD,12,30,65,300,8.665830988
10,WFG7,MCEAD,13,30,65,300,8.320577552
10,WFG7,MCEAD,14,30,65,300,6.542882065
10,WFG7,MCEAD,15,30,65,300,8.3426747
10,WFG7,MCEAD,16,30,65,300,8.661195767
10,WFG7,MCEAD,17,30,65,300,8.318632667
10,WFG7,MCEAD,18,30,65,300,8.206976312
10,WFG7,MCEAD,19,30,65,300,8.200062858
10,WFG7,MCEAD,2,30,65,300,7.50365594
10,WFG7,MCEAD,20,30,65,300,7.074813647
10,WFG7,MCEAD,21,30,65,300,8.126823529
10,WFG7,MCEAD,22,30,65,300,7.809815994
10,WFG7,MCEAD,23,30,65,300,7.894759642
10,WFG7,MCEAD,24,30,65,300,8.859923205
10,WFG7,MCEAD,25,30,65,300,7.380095993
10,WFG7,MCEAD,26,30,65,300,7.380555523
10,WFG7,MCEAD,27,30,65,300,7.793163867
10,WFG7,MCEAD,28,30,65,300,8.445960869
10,WFG7,MCEAD,29,30,65,300,7.546075172
10,WFG7,MCEAD,3,30,65,300,9.233675182
10,WFG7,MCEAD,30,30,65,300,8.877873578
10,WFG7,MCEAD,4,30,65,300,7.482405887
10,WFG7,MCEAD,5,30,65,300,7.615277404
10,WFG7,MCEAD,6,30,65,300,8.14476313
10,WFG7,MCEAD,7,30,65,300,7.866768849
10,WFG7,MCEAD,8,30,65,300,8.70678893
10,WFG7,MCEAD,9,30,65,300,7.732206894
10,WFG8,MCEAD,1,30,65,300,8.332355148
10,WFG8,MCEAD,10,30,65,300,7.86776553
10,WFG8,MCEAD,11,30,65,300,7.313855551
10,WFG8,MCEAD,12,30,65,300,7.134927895
10,WFG8,MCEAD,13,30,65,300,6.899336914
10,WFG8,MCEAD,14,30,65,300,7.465695482
10,WFG8,MCEAD,15,30,65,300,7.471350301
10,WFG8,MCEAD,16,30,65,300,8.34793371
10,WFG8,MCEAD,17,30,65,300,7.076176922
10,WFG8,MCEAD,18,30,65,300,7.118303735
10,WFG8,MCEAD,19,30,65,300,7.770896959
10,WFG8,MCEAD,2,30,65,300,7.838405102
10,WFG8,MCEAD,20,30,65,300,7.029413427
10,WFG8,MCEAD,21,30,65,300,8.224377826
10,WFG8,MCEAD,22,30,65,300,7.760031524
10,WFG8,MCEAD,23,30,65,300,6.444742466
10,WFG8,MCEAD,24,30,65,300,7.667829345
10,WFG8,MCEAD,25,30,65,300,7.803025229
10,WFG8,MCEAD,26,30,65,300,7.098550952
10,WFG8,MCEAD,27,30,65,300,6.334777075
10,WFG8,MCEAD,28,30,65,300,6.94334129
10,WFG8,MCEAD,29,30,65,300,8.12576784
10,WFG8,MCEAD,3,30,65,300,7.638439704
10,WFG8,MCEAD,30,30,65,300,7.414910306
10,WFG8,MCEAD,4,30,65,300,7.04613114
10,WFG8,MCEAD,5,30,65,300,7.554124755
10,WFG8,MCEAD,6,30,65,300,7.331644076
10,WFG8,MCEAD,7,30,65,300,7.160477788
10,WFG8,MCEAD,8,30,65,300,8.076336095
10,WFG8,MCEAD,9,30,65,300,6.735161126
