run_global,problem,M,run_id,gen,p_err,prev_p_err,coverage,degeneracy,mean_conf,relation_mode,candidate_mode
5,DTLZ1,10,4,9,0.0647686832740214,0.0185053380782918,0.178321678321678,0.3,0.689481832784284,weighted,explore
5,DTLZ1,10,4,10,0.0540925266903915,0.0647686832740214,0.188811188811189,0.3,0.689468826981523,weighted,explore
5,DTLZ1,10,4,11,0.0412811387900356,0.0540925266903915,0.192307692307692,0.3,0.300778539969755,conservative,explore
5,DTLZ1,10,4,12,0.0612099644128114,0.0412811387900356,0.195804195804196,0.3,0.649596171644412,weighted,explore
5,DTLZ1,10,4,13,0.0334519572953737,0.0612099644128114,0.185314685314685,0.3,0.370503705215355,conservative,explore
5,DTLZ1,10,4,14,0.0277580071174377,0.0334519572953737,0.199300699300699,0.3,0.340602203308376,conservative,explore
5,DTLZ1,10,4,15,0.0206405693950178,0.0277580071174377,0.202797202797203,0.3,0.310742959839213,conservative,explore
5,DTLZ1,10,4,16,0.0234875444839858,0.0206405693950178,0.213286713286713,0.3,0.310741695840833,conservative,explore
5,DTLZ1,10,4,17,0.0256227758007117,0.0234875444839858,0.213286713286713,0.3,0.370513208476425,conservative,explore
5,DTLZ1,10,4,18,0.0327402135231317,0.0256227758007117,0.216783216783217,0.3,0.490226272859275,conservative,explore
5,DTLZ1,10,4,19,0.0341637010676157,0.0327402135231317,0.213286713286713,0.3,0.470298934704991,conservative,explore
5,DTLZ1,10,4,20,0.129537366548043,0.0341637010676157,0.213286713286713,0.3,0.460333907802004,conservative,explore
5,DTLZ1,10,4,21,0.0370106761565836,0.129537366548043,0.234265734265734,0.3,0.4802138776297,conservative,explore
5,DTLZ1,10,4,22,0.0192170818505338,0.0370106761565836,0.230769230769231,0.3,0.510106028912899,conservative,explore
5,DTLZ1,10,4,23,0.0839857651245552,0.0192170818505338,0.230769230769231,0.3,0.559859331342062,weighted,explore
5,DTLZ1,10,4,24,0.0427046263345196,0.0839857651245552,0.223776223776224,0.3,0.490130423868193,conservative,explore
5,DTLZ1,10,4,25,0.0135231316725979,0.0427046263345196,0.22027972027972,0.3,0.500086042299506,conservative,explore
5,DTLZ1,10,4,26,0.0348754448398577,0.0135231316725979,0.22027972027972,0.3,0.539929415424792,conservative,explore
5,DTLZ1,10,4,27,0.136654804270463,0.0348754448398577,0.216783216783217,0.3,0.539932300763556,conservative,explore
5,DTLZ1,10,4,28,0.291814946619217,0.136654804270463,0.216783216783217,0.3,0.559832886711233,weighted,explore
5,DTLZ1,10,4,29,0.306761565836299,0.291814946619217,0.216783216783217,0.3,0.599794164201961,weighted,explore
5,DTLZ1,10,4,30,0.372241992882562,0.306761565836299,0.227272727272727,0.3,0.589832877416942,weighted,conservative
5,DTLZ1,10,4,31,0.03,0.372241992882562,0.223776223776224,0.3,0.540084844900778,curriculum,explore
5,DTLZ1,10,4,32,0.128113879003559,0.03,0.216783216783217,0.3,0.61979641117585,weighted,explore
5,DTLZ1,10,4,33,0.16797153024911,0.128113879003559,0.206293706293706,0.3,0.649666986491933,weighted,explore
5,DTLZ1,10,4,34,0.0348754448398577,0.16797153024911,0.199300699300699,0.3,0.520065133229128,conservative,explore
6,DTLZ1,10,5,1,0.0122222222222222,1,0.132867132867133,0.3,0.639891494772941,curriculum,explore
6,DTLZ1,10,5,2,0.00854092526690392,0.0122222222222222,0.13986013986014,0.4,0.629888839186648,weighted,explore
6,DTLZ1,10,5,3,0.0199288256227758,0.00854092526690392,0.143356643356643,0.3,0.550029315575358,weighted,explore
6,DTLZ1,10,5,4,0.101067615658363,0.0199288256227758,0.15034965034965,0.3,0.619859013529897,weighted,explore
6,DTLZ1,10,5,5,0.306761565836299,0.101067615658363,0.160839160839161,0.3,0.609844496079901,weighted,explore
6,DTLZ1,10,5,6,0.0142348754448399,0.306761565836299,0.146853146853147,0.3,0.520133353878896,conservative,explore
6,DTLZ1,10,5,7,0.0355871886120996,0.0142348754448399,0.157342657342657,0.3,0.490211757462865,conservative,explore
6,DTLZ1,10,5,8,0.0120996441281139,0.0355871886120996,0.178321678321678,0.3,0.490208478211756,conservative,explore
6,DTLZ1,10,5,9,0.0199288256227758,0.0120996441281139,0.181818181818182,0.3,0.470252707771358,conservative,explore
6,DTLZ1,10,5,10,0.0234875444839858,0.0199288256227758,0.188811188811189,0.3,0.50015317052151,conservative,explore
6,DTLZ1,10,5,11,0.20711743772242,0.0234875444839858,0.185314685314685,0.3,0.559977494210665,weighted,explore
6,DTLZ1,10,5,12,0.0156583629893238,0.20711743772242,0.199300699300699,0.3,0.490220017197383,conservative,explore
6,DTLZ1,10,5,13,0.0256227758007117,0.0156583629893238,0.216783216783217,0.3,0.510072456395873,conservative,explore
6,DTLZ1,10,5,14,0.0355871886120996,0.0256227758007117,0.192307692307692,0.3,0.520094954023926,conservative,explore
6,DTLZ1,10,5,15,0.377935943060498,0.0355871886120996,0.192307692307692,0.3,0.569930320738772,weighted,conservative
6,DTLZ1,10,5,16,0.0422222222222222,0.377935943060498,0.181818181818182,0.3,0.57990217085751,curriculum,explore
6,DTLZ1,10,5,17,0.113879003558719,0.0422222222222222,0.185314685314685,0.3,0.629738260510146,weighted,explore
6,DTLZ1,10,5,18,0.0690391459074733,0.113879003558719,0.185314685314685,0.3,0.589885220023688,weighted,explore
6,DTLZ1,10,5,19,0.249822064056939,0.0690391459074733,0.185314685314685,0.3,0.589875620447187,weighted,explore
6,DTLZ1,10,5,20,0.426334519572954,0.249822064056939,0.188811188811189,0.3,0.569929371442666,weighted,conservative
6,DTLZ1,10,5,21,0.02,0.426334519572954,0.188811188811189,0.3,0.579980864845764,curriculum,explore
