problem,M,run,gen,cand_idx,mu_F,sigma2_F,tildeS_F,mu_S,sigma2_S,tildeS_S,w_F,base_score,sign_F,sign_S,true_quality,dominated_by_pop,dominates_pop,catalog_F,catalog_S,conflict_type
DTLZ3,3,1,33,20,0.601516,0.141602,2.45636,1.3554,0.32867,2.6841,0.698893,2.52494,1,1,1,1,1,0,1,agree
DTLZ3,3,1,33,21,1.61912,0.00322499,3.02952,-1.9228,0.853772,0.915438,0.996236,3.02156,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,33,22,3.32908,0.0180688,3.99263,3.01595,0.716678,3.58,0.975407,3.98248,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,33,23,-2.37962,0.0366998,0.777279,-3.50816,0.0391354,0.0601006,0.516058,0.430206,-1,-1,1,1,1,0,1,agree
DTLZ3,3,1,33,24,2.39306,0.0147623,3.46543,0.345036,0.00203848,2.13899,0.121377,2.29999,1,1,1,0,1,1,1,agree
DTLZ3,3,1,33,25,2.3088,2.04888,3.41797,-3.61956,0.00246248,0,0.00120091,0.00410467,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,33,26,1.23368,0.50409,2.81242,-2.62063,0.993678,0.538942,0.663439,2.04726,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,33,27,3.05812,0.0852676,3.84001,-3.41551,0.134122,0.110089,0.611341,2.39035,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,33,28,1.80871,0.408308,3.1363,-0.631884,0.252216,1.61192,0.381843,2.19399,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,33,29,0.341059,5.95176,2.30966,-0.908014,0.514731,1.46294,0.0795998,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,33,30,-2.53875,0.833919,0.687653,3.60669,0.0132458,3.89872,0.0156366,3.84851,-1,1,1,0,1,0,1,subwin
DTLZ3,3,1,33,31,-2.55836,0.397978,0.676608,3.74467,0.0359817,3.97316,0.0829169,3.69982,-1,1,1,0,1,0,1,conflict
DTLZ3,3,1,33,32,3.05436,0.220231,3.83789,2.12537,0.152289,3.09951,0.408809,3.40137,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,33,33,2.16964,0.177926,3.33958,-3.54086,0.0923476,0.0424577,0.341683,1.16903,1,-1,1,0,0,1,0,conflict
DTLZ3,3,1,33,34,2.36062,0.827914,3.44716,0.409477,0.306104,2.17375,0.269929,2.51748,1,1,1,0,1,1,1,agree
DTLZ3,3,1,33,35,2.88545,0.300427,3.74276,-3.61477,0.0210112,0.00258477,0.065369,0.247076,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,33,36,2.23849,0.194792,3.37837,-3.52663,0.0212319,0.0501366,0.0982888,0.377264,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,33,37,-3.49007,0.111276,0.151832,3.5551,0.0503663,3.87089,0.311593,2.71205,-1,1,1,0,1,0,1,conflict
DTLZ3,3,1,33,38,0.914204,1.95188,2.63248,-1.1182,0.666507,1.34953,0.254549,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,33,39,0.219914,0.105867,2.24143,0.157781,0.305137,2.03796,0.742417,2.18902,1,1,1,1,1,1,1,agree
DTLZ3,3,1,33,40,3.18301,0.0453616,3.91036,-1.1024,0.324675,1.35806,0.877411,3.59747,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,33,41,1.91478,0.307748,3.19604,-2.21928,0.729587,0.755481,0.703328,2.47199,1,-1,1,1,1,1,0,conflict
DTLZ3,3,1,33,42,-3.75964,0.000147145,0,3.76924,0.0091894,3.98642,0.984136,0.0632401,-1,1,-1,1,0,0,0,conflict
DTLZ3,3,1,33,43,3.34217,0.281636,4,-0.7955,0.933631,1.52364,0.768251,3.42611,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,33,44,1.54082,0.122452,2.98541,-3.1614,0.0664551,0.247185,0.351789,1.21046,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,33,45,-2.57933,0.641225,0.664795,3.47164,0.0113611,3.82586,0.0174108,3.77082,-1,1,1,0,1,0,1,subwin
DTLZ3,3,1,33,46,2.28041,0.340761,3.40198,3.23243,0.410289,3.6968,0.546287,3.53574,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,33,47,1.05653,0.560546,2.71265,-0.948911,1.62103,1.44087,0.743055,0,1,-1,-1,1,0,0,1,abstain
DTLZ3,3,1,33,48,-2.14046,0.824117,0.911982,-3.492,0.0226837,0.0688179,0.0267887,0.0914051,-1,-1,-1,1,0,0,1,agree
DTLZ3,3,1,33,49,1.93252,0.223108,3.20604,-2.96195,0.106615,0.354794,0.323347,1.27674,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,33,50,0.540353,0.00493684,2.42191,-3.51426,0.0159709,0.0568084,0.76385,1.86339,1,-1,-1,1,0,0,1,conflict
DTLZ3,3,1,34,1,2.17097,0.50909,3.30891,-2.51985,0.134103,0.635315,0.208497,0,1,-1,1,0,0,1,1,abstain
DTLZ3,3,1,34,2,-3.513,0.00846225,0.0390926,3.80841,0.0115069,3.99366,0.576227,1.71493,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,1,34,3,-3.54806,0.00472544,0.0189211,3.82035,0.00578052,4,0.550204,1.80959,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,1,34,4,2.51598,0.00881527,3.50738,-1.01625,0.0401807,1.43326,0.820069,3.13418,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,34,5,3.37231,0.0163053,4,-3.17742,0.0553625,0.28635,0.77248,3.15507,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,34,6,2.12275,0.0795048,3.28117,3.68139,0.0151353,3.92625,0.159932,3.82308,1,1,1,1,1,1,1,agree
DTLZ3,3,1,34,7,2.53668,0.0165357,3.51929,-1.92751,0.984959,0.949668,0.983488,3.47686,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,34,8,2.21244,0.619183,3.33276,3.22514,0.0370158,3.68413,0.0564108,3.66431,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,34,9,-1.73686,0.327029,1.06085,3.79086,0.0144507,3.98435,0.0423206,3.86063,-1,1,1,1,1,0,0,subwin
DTLZ3,3,1,34,10,1.88332,2.18773,3.14343,3.59205,0.0343589,3.87884,0.0154628,3.86747,1,1,-1,1,0,1,0,agree
DTLZ3,3,1,34,11,-3.50659,0.00793954,0.0427801,3.70415,0.00482557,3.93833,0.378047,2.46563,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,34,12,2.8863,0.0839515,3.72041,-3.14802,0.252221,0.301956,0.750271,2.86672,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,34,13,2.92123,0.470173,3.74051,1.53045,0.660899,2.78477,0.584312,3.34322,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,34,14,2.36852,0.383056,3.42255,-3.55652,0.00158059,0.0851682,0.00411188,0.0988911,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,34,15,1.83829,0.0965895,3.11753,3.06831,0.134463,3.6009,0.581959,3.3196,1,1,1,1,1,1,1,agree
DTLZ3,3,1,34,16,3.22575,0.0205884,3.91569,-3.57956,0.00829227,0.0729389,0.287136,1.17633,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,34,17,2.55918,0.0335412,3.53223,-3.34645,0.0668531,0.196649,0.665902,2.41782,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,34,18,1.7209,0.398755,3.05,-2.40153,0.220083,0.698108,0.35564,0,1,-1,-1,1,0,1,1,abstain
DTLZ3,3,1,34,19,2.78192,0.0441519,3.66037,-3.31474,0.0887979,0.213476,0.667903,2.51566,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,34,20,0.914593,0.0784364,2.58615,3.08331,0.126098,3.60886,0.616512,2.97835,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,34,21,2.30106,0.245278,3.38374,0.615162,1.15933,2.29904,0.825376,3.19433,1,1,1,0,1,1,1,agree
DTLZ3,3,1,34,22,-3.01061,0.0805629,0.3281,3.61327,0.0372812,3.8901,0.316363,2.76322,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,34,23,-2.1046,0.141295,0.849303,-3.717,0.00607703,0,0.0412422,0.0350271,-1,-1,1,1,1,0,1,agree
DTLZ3,3,1,34,24,0.792759,0.0508258,2.51606,-2.73401,0.90242,0.521665,0.94668,2.40972,1,-1,-1,1,0,0,1,conflict
DTLZ3,3,1,34,25,-0.0109174,0.000302253,2.05373,2.22653,0.296014,3.15418,0.998977,2.05486,-1,1,1,0,1,1,1,conflict
DTLZ3,3,1,34,26,0.230015,1.35002,2.19233,3.78523,0.00690972,3.98136,0.00509288,3.97225,1,1,1,1,1,1,1,agree
DTLZ3,3,1,34,27,1.06726,0.0746859,2.67397,-3.64583,0.00697304,0.0377729,0.0854024,0.262911,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,34,28,0.309512,0.477293,2.23807,3.64548,0.010819,3.9072,0.0221669,3.8702,1,1,-1,1,0,1,0,agree
DTLZ3,3,1,34,29,-2.35133,0.207989,0.707361,3.67315,0.00356945,3.92188,0.0168767,3.86763,-1,1,1,0,1,0,1,subwin
DTLZ3,3,1,34,30,2.77494,0.104941,3.65635,-0.879685,0.313701,1.50574,0.749328,3.11725,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,34,31,1.97601,0.611487,3.19675,-1.95567,0.175244,0.93472,0.22275,0,1,-1,-1,1,0,1,1,abstain
DTLZ3,3,1,34,32,0.93366,0.594812,2.59712,-2.48805,0.577416,0.652196,0.49258,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,34,33,1.16689,0.0836365,2.73129,-3.60714,0.00451689,0.0583045,0.0512491,0.195293,1,-1,1,1,1,0,1,conflict
DTLZ3,3,1,34,34,2.9308,0.0156411,3.74601,-3.57881,0.00309886,0.0733383,0.165397,0.680788,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,34,35,-2.33395,0.213508,0.717364,-3.67459,0.00512344,0.0225059,0.0234385,0.0387923,-1,-1,-1,1,0,0,1,agree
DTLZ3,3,1,34,36,0.632284,0.852183,2.42375,-2.33071,1.19201,0.735692,0.583121,0,1,-1,-1,1,0,0,1,abstain
DTLZ3,3,1,34,37,0.386917,0.353938,2.28259,-3.078,0.220183,0.33911,0.383513,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,34,38,-2.08637,0.131563,0.859788,-3.62068,0.0161526,0.0511159,0.109355,0.139548,-1,-1,1,1,1,0,1,agree
DTLZ3,3,1,34,39,1.5851,0.232328,2.97187,1.37565,0.292522,2.70262,0.557344,2.85269,1,1,1,1,1,1,0,agree
DTLZ3,3,1,34,40,-3.31982,0.030321,0.150222,3.78913,0.0165902,3.98343,0.353658,2.62779,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,1,34,41,2.84515,0.0524707,3.69674,-2.65604,0.432193,0.563042,0.891736,3.35748,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,34,42,0.700944,0.0318764,2.46325,1.75107,0.229169,2.90185,0.877886,2.5168,1,1,1,0,1,1,1,agree
DTLZ3,3,1,34,43,2.23849,0.540897,3.34775,2.8638,0.101739,3.49237,0.158316,3.46947,1,1,1,0,1,1,1,agree
DTLZ3,3,1,34,44,-1.69247,0.452562,1.08638,-3.53924,0.0213143,0.0943348,0.0449806,0.138958,-1,-1,1,1,1,0,1,agree
DTLZ3,3,1,34,45,0.467213,0.092768,2.32879,1.3519,0.35951,2.69002,0.794886,2.40288,1,1,1,1,1,1,1,agree
DTLZ3,3,1,34,46,1.34157,0.0650724,2.83178,-3.40159,0.0257304,0.167384,0.283371,0.922396,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,34,47,-3.23799,0.0116222,0.197296,3.7016,0.0153683,3.93698,0.569391,1.80764,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,1,34,48,1.72831,0.0982369,3.05426,-3.5606,0.00189584,0.083004,0.0189429,0.139288,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,34,49,-0.620045,0.261423,1.70332,3.78486,0.00354057,3.98116,0.0133661,3.95072,-1,1,1,1,1,1,0,subwin
DTLZ3,3,1,34,50,-3.58095,0.00459894,0,3.56663,0.0370972,3.86535,0.889685,0.426407,-1,1,-1,1,0,0,0,conflict
DTLZ3,3,1,35,1,2.54854,0.0699409,3.52002,-0.996077,1.7072,1.47177,0.960644,3.43941,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,35,2,2.59159,0.305526,3.54435,3.08378,0.0868696,3.59332,0.221384,3.58248,1,1,1,0,1,0,1,agree
DTLZ3,3,1,35,3,0.426915,0.131115,2.32111,-1.05438,0.358294,1.44145,0.732094,2.08544,1,-1,-1,1,0,0,1,conflict
DTLZ3,3,1,35,4,0.739663,0.121056,2.49784,2.06726,1.23633,3.06472,0.910816,2.5484,1,1,1,0,1,1,1,agree
DTLZ3,3,1,35,5,2.70526,0.00296453,3.60858,-3.53223,0.0291478,0.152947,0.907657,3.28948,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,35,6,2.13557,0.464621,3.28665,-3.23746,0.237052,0.306226,0.337839,0,1,-1,-1,1,0,1,1,abstain
DTLZ3,3,1,35,7,0.243968,0.503927,2.21773,-3.82635,0.00361593,0,0.00712632,0.0158042,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,35,8,-2.31796,0.0297334,0.77001,3.79265,6.3686e-05,3.96194,0.00217074,3.95501,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,35,9,2.22107,0.142536,3.33497,3.63828,0.0409805,3.88167,0.22331,3.75959,1,1,1,0,1,1,1,agree
DTLZ3,3,1,35,10,2.78313,0.00849693,3.65258,-2.55596,0.24497,0.660614,0.966473,3.55227,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,35,11,3.0779,0.0130943,3.81915,-0.665948,0.180119,1.64344,0.932224,3.67169,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,35,12,1.81803,0.277346,3.10722,-3.64025,0.0274884,0.096776,0.0901777,0.368251,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,35,13,-3.68059,0.00958891,0,3.82758,0.00176006,3.9801,0.155146,3.36261,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,35,14,1.4591,0.119921,2.90438,1.17582,0.693891,2.60117,0.852642,2.8597,1,1,1,1,1,0,1,agree
DTLZ3,3,1,35,15,-1.7342,0.237986,1.09989,3.75737,0.00475886,3.9436,0.0196083,3.88784,-1,1,1,0,1,1,0,conflict
DTLZ3,3,1,35,16,-3.39073,0.0114668,0.163799,3.77091,0.000868022,3.95064,0.0704412,3.68389,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,35,17,3.29636,0.0477966,3.9426,-3.05848,0.241191,0.399298,0.834604,3.35656,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,35,18,-1.42029,0.016313,1.27727,3.83119,0.000189972,3.98198,0.0115706,3.95069,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,35,19,-3.05554,0.0022811,0.353208,3.74902,2.57016e-05,3.93926,0.0115651,3.89778,-1,1,1,0,1,1,1,conflict
DTLZ3,3,1,35,20,1.66305,0.453788,3.01964,3.62516,0.137121,3.87484,0.232052,3.67639,1,1,-1,1,0,1,0,agree
DTLZ3,3,1,35,21,-0.166742,2.56953,1.98564,-3.61574,0.0104112,0.109519,0.00403584,0.117091,-1,-1,-1,1,0,1,1,agree
DTLZ3,3,1,35,22,-0.146859,0.0453137,1.99688,-1.20462,1.80458,1.36332,0.975504,1.98136,-1,-1,1,0,1,1,1,agree
DTLZ3,3,1,35,23,1.80538,0.111508,3.10007,-2.02745,0.352068,0.935443,0.759459,2.57939,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,35,24,3.06433,0.0818948,3.81149,-2.90106,0.103983,0.481157,0.559415,2.34419,1,-1,1,0,1,1,0,conflict
DTLZ3,3,1,35,25,1.94961,0.201577,3.18157,-3.44736,0.323768,0.197078,0.616296,2.03641,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,35,26,3.13373,0.00925227,3.8507,-3.75715,0.0118653,0.0359834,0.561863,2.17933,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,35,27,0.340826,0.145366,2.27246,3.6975,0.0185984,3.91246,0.113434,3.72643,1,1,1,1,1,0,1,agree
DTLZ3,3,1,35,28,3.1544,0.100188,3.86239,2.87381,0.0187447,3.48414,0.157613,3.54376,1,1,1,0,1,1,1,agree
DTLZ3,3,1,35,29,1.20982,0.214815,2.76352,2.05877,0.327578,3.06031,0.60395,2.88106,1,1,1,1,1,1,1,agree
DTLZ3,3,1,35,30,-2.51061,0.131133,0.661147,3.76603,0.00567237,3.9481,0.0414697,3.81179,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,35,31,-0.840641,0.239108,1.60483,3.79038,0.00205356,3.96076,0.00851935,3.94069,-1,1,1,0,1,1,1,conflict
DTLZ3,3,1,35,32,2.62518,0.013976,3.56333,-3.67474,0.0205833,0.0788401,0.595587,2.15416,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,35,33,3.39793,0.129358,4,3.79655,0.0359314,3.96397,0.217388,3.9718,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,35,34,2.32414,0.0313792,3.39321,-0.669888,0.0433403,1.64139,0.580038,2.65751,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,35,35,-3.09378,0.0562198,0.331603,3.75431,0.00596732,3.942,0.0959705,3.59551,-1,1,1,1,1,0,0,conflict
DTLZ3,3,1,35,36,-2.51417,0.258819,0.659135,3.86584,0.000390841,4,0.00151166,3.99495,-1,1,-1,1,0,0,0,subwin
DTLZ3,3,1,35,37,2.30074,0.0705727,3.37999,3.71167,0.0343487,3.91983,0.327379,3.7431,1,1,1,1,1,1,1,agree
DTLZ3,3,1,35,38,3.37676,0.00521322,3.98803,-3.6226,0.0170299,0.105951,0.765602,3.07808,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,35,39,2.82171,0.0260937,3.67439,1.52607,0.765217,2.7833,0.967024,3.645,1,1,1,0,1,1,1,agree
DTLZ3,3,1,35,40,-3.5503,0.000407741,0.0736266,3.78903,0.00265488,3.96006,0.866626,0.591976,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,35,41,1.11426,0.0030082,2.70952,1.25057,0.764896,2.64004,0.996081,2.70925,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,35,42,1.13916,1.7888,2.72359,-1.72979,0.0242916,1.09023,0.0133984,1.11211,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,35,43,-2.43754,0.2237,0.702436,-3.63975,0.0293519,0.0970319,0.115995,0.167256,-1,-1,1,1,1,0,1,agree
DTLZ3,3,1,35,44,1.68178,0.253176,3.03022,-3.12033,0.0226441,0.367136,0.0821006,0.585777,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,35,45,-3.17214,0.20165,0.287323,3.3695,0.0491345,3.7419,0.195926,3.06506,-1,1,1,0,1,0,1,conflict
DTLZ3,3,1,35,46,0.319744,1.52605,2.26055,-0.278185,1.40382,1.84508,0.479141,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,35,47,1.99131,0.413494,3.20513,-3.51685,0.00349147,0.160942,0.00837549,0.186439,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,35,48,-0.0191245,0.0794813,2.06906,2.77346,1.0099,3.43196,0.927039,2.1685,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,35,49,0.831353,0.0382087,2.54965,3.57128,0.0791503,3.84683,0.674426,2.97198,1,1,-1,1,0,1,0,agree
DTLZ3,3,1,35,50,1.5601,0.134948,2.96146,-3.15691,0.471198,0.348114,0.777366,2.37964,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,36,1,-3.61922,0.00125275,0.0247962,3.71193,0.0338434,3.93954,0.964279,0.164636,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,36,2,-1.75382,0.0341471,1.0667,3.72543,0.0905179,3.94661,0.726085,1.85555,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,1,36,3,3.49787,0.0406448,4,3.44509,0.0684153,3.79965,0.627315,3.92533,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,36,4,1.332,0.126673,2.79027,-0.775861,1.88675,1.58691,0.937085,2.71456,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,36,5,2.2684,0.409384,3.31329,-0.743066,0.167315,1.6041,0.290126,2.09998,1,-1,1,1,1,1,0,conflict
DTLZ3,3,1,36,6,1.41151,1.38805,2.83468,3.78829,0.0424067,3.97957,0.0296463,3.94562,1,1,1,1,1,1,1,agree
DTLZ3,3,1,36,7,-0.939018,0.487849,1.52181,3.63479,0.0396102,3.8991,0.0750979,3.72057,-1,1,1,1,1,0,1,subwin
DTLZ3,3,1,36,8,2.33532,0.110728,3.35067,3.69516,0.0967706,3.93074,0.466368,3.66021,1,1,1,1,1,1,1,agree
DTLZ3,3,1,36,9,2.14124,0.613952,3.24226,-0.466492,0.477738,1.74909,0.437614,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,36,10,3.06443,0.700512,3.75791,-2.88177,0.57137,0.482934,0.449232,0,1,-1,1,0,0,1,1,abstain
DTLZ3,3,1,36,11,2.50853,0.0607931,3.44741,-3.75719,0.0063503,0.0240159,0.0945903,0.347836,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,36,12,0.532984,0.0994839,2.34398,3.77226,0.0521423,3.97116,0.343889,3.41159,1,1,1,1,1,0,1,agree
DTLZ3,3,1,36,13,2.76376,0.508472,3.58997,-3.38875,0.323039,0.217165,0.388497,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,36,14,-2.92217,0.0338751,0.414128,3.72021,0.0517242,3.94387,0.604257,1.811,-1,1,1,0,1,0,1,conflict
DTLZ3,3,1,36,15,1.34255,0.937857,2.79616,-3.56932,0.0268708,0.122505,0.0278543,0.196978,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,36,16,-1.71005,0.697985,1.09115,3.80446,0.000383122,3.98804,0.000550026,3.98645,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,1,36,17,3.17639,0.149567,3.82044,-3.29881,0.43198,0.264311,0.742811,2.90585,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,36,18,1.61671,0.197358,2.94929,-3.03889,1.3241,0.400568,0.870283,2.61868,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,36,19,2.07484,0.800252,3.20518,-3.57255,0.121274,0.12081,0.131602,0.526718,1,-1,1,1,1,0,1,conflict
DTLZ3,3,1,36,20,2.78342,0.383963,3.60095,0.132963,0.308424,2.06334,0.445451,2.74827,1,1,1,1,1,1,1,agree
DTLZ3,3,1,36,21,0.138636,0.669529,2.12372,3.59751,0.0700208,3.87955,0.0946814,3.71331,1,1,1,1,1,1,0,agree
DTLZ3,3,1,36,22,3.05615,0.0974894,3.75328,-3.54943,0.0958703,0.132932,0.495813,1.92795,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,36,23,-0.075683,0.481277,2.00402,-3.74072,0.00183163,0.0326513,0.00379339,0.0401295,-1,-1,1,1,1,0,1,agree
DTLZ3,3,1,36,24,0.0115181,3.36358,2.05272,-3.25082,0.624178,0.289468,0.156524,0,1,-1,1,1,1,1,1,abstain
DTLZ3,3,1,36,25,2.47021,0.00500208,3.42601,-3.19481,0.0478054,0.318831,0.905262,3.13164,1,-1,1,0,1,1,0,conflict
DTLZ3,3,1,36,26,2.14862,0.0254787,3.24639,3.69087,0.0981671,3.92849,0.793933,3.38695,1,1,1,0,1,1,1,agree
DTLZ3,3,1,36,27,0.919623,0.436015,2.55994,-1.07535,2.05303,1.42991,0.824826,0,1,-1,1,0,1,1,1,abstain
DTLZ3,3,1,36,28,-2.00582,0.0763571,0.925949,-3.48821,0.048448,0.165026,0.388191,0.460409,-1,-1,-1,1,0,1,1,agree
DTLZ3,3,1,36,29,-3.66361,0.00261088,0,3.70978,0.117028,3.93841,0.978169,0.0859794,-1,1,1,1,1,0,1,conflict
DTLZ3,3,1,36,30,1.25392,0.542244,2.74666,3.60757,0.0620387,3.88482,0.102666,3.76797,1,1,1,1,1,1,1,agree
DTLZ3,3,1,36,31,1.84153,0.468916,3.07486,0.539172,0.0488003,2.27629,0.0942622,2.35156,1,1,-1,1,0,1,1,agree
DTLZ3,3,1,36,32,2.63406,0.15664,3.51753,-3.803,0.000223117,0,0.00142872,0.00502557,1,-1,1,0,0,1,0,conflict
DTLZ3,3,1,36,33,0.968504,0.0524759,2.58724,3.36136,0.0777149,3.75576,0.596929,3.05823,1,1,1,1,1,0,1,agree
DTLZ3,3,1,36,34,-0.653939,0.123356,1.68103,3.02507,0.468177,3.57947,0.791463,2.07693,-1,1,1,0,1,1,1,conflict
DTLZ3,3,1,36,35,-0.0293011,0.277589,2.02992,3.64107,0.0326535,3.90239,0.105254,3.7053,-1,1,1,1,1,1,0,conflict
DTLZ3,3,1,36,36,2.82625,0.0598969,3.62487,3.82374,0.0296517,3.99815,0.331128,3.87455,1,1,1,1,1,1,1,agree
DTLZ3,3,1,36,37,2.92922,0.465899,3.68239,-3.66804,0.0215206,0.0707512,0.0441541,0.23022,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,1,36,38,-0.34138,0.901175,1.85561,-3.66748,0.0272739,0.0710466,0.0293768,0.123471,-1,-1,-1,1,0,0,1,agree
DTLZ3,3,1,36,39,-3.58195,0.000213558,0.0456154,3.67836,0.0571049,3.92194,0.996257,0.060125,-1,1,1,0,1,0,1,conflict
DTLZ3,3,1,36,40,2.09788,1.00394,3.21804,-2.8297,1.22279,0.510234,0.549142,0,1,-1,1,1,1,0,1,abstain
DTLZ3,3,1,36,41,1.30992,2.29707,2.77794,3.82727,0.0230518,4,0.00993601,3.98786,1,1,1,1,1,0,1,agree
DTLZ3,3,1,36,42,-0.760857,3.27118,1.62132,3.70022,0.0770337,3.93339,0.0230077,3.8802,-1,1,1,1,1,0,1,subwin
DTLZ3,3,1,36,43,-3.1118,0.156647,0.308215,3.09034,0.433622,3.61368,0.734617,1.18543,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,1,36,44,3.42104,0.203274,3.95709,-3.11737,0.616333,0.359428,0.751985,3.06482,1,-1,1,0,0,1,1,conflict
DTLZ3,3,1,36,45,2.36883,0.829535,3.36939,-2.49004,0.887567,0.688289,0.516898,0,1,-1,-1,1,0,0,1,abstain
DTLZ3,3,1,36,46,1.3284,0.101421,2.78826,-3.60663,0.0198611,0.102945,0.163765,0.542707,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,36,47,2.37473,0.0601669,3.37268,-3.78505,0.000257808,0.00941029,0.004283,0.0238152,1,-1,1,0,1,1,1,conflict
DTLZ3,3,1,36,48,-2.84104,0.0246785,0.459442,-3.44763,0.0736972,0.186294,0.749135,0.390919,-1,-1,1,1,1,0,1,agree
DTLZ3,3,1,36,49,1.46503,0.0433843,2.86457,3.68123,0.0980238,3.92344,0.693195,3.18944,1,1,-1,1,0,1,0,agree
DTLZ3,3,1,36,50,-3.51215,0.179663,0.0845991,3.64842,0.0316496,3.90624,0.149779,3.33384,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,1,37,1,2.0439,0.065689,3.35344,-3.31811,0.0931155,0.124387,0.586352,2.01775,1,-1,1,1,1,1,1,conflict
DTLZ3,3,1,37,2,1.85922,0.297711,3.24426,-2.51137,0.422413,0.572141,0.586583,0,1,-1,1,0,0,1,1,abstain
