Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 2 workers.
Pool has 2 workers; this runner uses at most 2.
[742/2208] PCSAEA_N100 DTLZ4 M15 run 22 FE=300 IGD=1.464748 saved
[743/2208] PCSAEA_N100 DTLZ4 M15 run 24 FE=300 IGD=1.5378059 saved
[744/2208] PCSAEA_N100 DTLZ4 M15 run 23 FE=300 IGD=1.4332741 saved
[745/2208] PCSAEA_N100 DTLZ4 M15 run 25 FE=300 IGD=1.4603309 saved
[746/2208] PCSAEA_N100 DTLZ4 M15 run 26 FE=300 IGD=1.5453427 saved
[747/2208] PCSAEA_N100 DTLZ4 M15 run 27 FE=300 IGD=1.4925773 saved
[748/2208] PCSAEA_N100 DTLZ4 M15 run 28 FE=300 IGD=1.3656989 saved
[749/2208] PCSAEA_N100 DTLZ4 M15 run 29 FE=300 IGD=1.5303229 saved
[750/2208] PCSAEA_N100 DTLZ4 M15 run 30 FE=300 IGD=1.3888956 saved
[751/2208] KRVEA_100 DTLZ4 M15 run 19 FE=300 IGD=1.5537731 saved
[752/2208] KRVEA_100 DTLZ4 M15 run 20 FE=300 IGD=1.572866 saved
[753/2208] KRVEA_100 DTLZ4 M15 run 22 FE=300 IGD=1.7035008 saved
[754/2208] KRVEA_100 DTLZ4 M15 run 21 FE=300 IGD=1.5989695 saved
[755/2208] KRVEA_100 DTLZ4 M15 run 24 FE=300 IGD=1.5041077 saved
[756/2208] KRVEA_100 DTLZ4 M15 run 23 FE=300 IGD=1.6819614 saved
[757/2208] KRVEA_100 DTLZ4 M15 run 25 FE=300 IGD=1.380068 saved
[758/2208] KRVEA_100 DTLZ4 M15 run 26 FE=300 IGD=1.4850922 saved
[759/2208] KRVEA_100 DTLZ4 M15 run 28 FE=300 IGD=1.6424112 saved
[760/2208] KRVEA_100 DTLZ4 M15 run 27 FE=300 IGD=1.6694026 saved
[761/2208] KRVEA_100 DTLZ4 M15 run 30 FE=300 IGD=1.5868909 saved
[762/2208] KRVEA_100 DTLZ4 M15 run 29 FE=300 IGD=1.7322469 saved
[763/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 02 FE=300 IGD=1.319547 saved
[764/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 01 FE=300 IGD=1.1461719 saved
[765/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 04 FE=300 IGD=1.0892637 saved
[766/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 03 FE=300 IGD=1.3204369 saved
[767/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 06 FE=300 IGD=1.0700718 saved
[768/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 05 FE=300 IGD=1.2804013 saved
[769/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 08 FE=300 IGD=1.342706 saved
[770/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 07 FE=300 IGD=1.078866 saved
[771/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 10 FE=300 IGD=1.247226 saved
[772/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 09 FE=300 IGD=1.0609533 saved
[773/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 12 FE=300 IGD=1.1946376 saved
[774/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 11 FE=300 IGD=1.2572091 saved
[775/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 14 FE=300 IGD=1.203355 saved
[776/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 13 FE=300 IGD=1.2709896 saved
[777/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 15 FE=300 IGD=1.2419408 saved
[778/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 16 FE=300 IGD=1.165935 saved
[779/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 18 FE=300 IGD=1.1122345 saved
[780/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 17 FE=300 IGD=1.153478 saved
[781/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 19 FE=300 IGD=1.2217377 saved
[782/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 20 FE=300 IGD=1.2125002 saved
[783/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 22 FE=300 IGD=1.3046884 saved
[784/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 21 FE=300 IGD=1.207887 saved
[785/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 24 FE=300 IGD=1.1072788 saved
[786/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 23 FE=300 IGD=1.213 saved
[787/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 25 FE=300 IGD=1.2070865 saved
[788/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 26 FE=300 IGD=1.2266253 saved
[789/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 27 FE=300 IGD=1.1426335 saved
[790/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 28 FE=300 IGD=1.2276614 saved
[791/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 30 FE=300 IGD=1.3042726 saved
[792/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M15 run 29 FE=300 IGD=1.0920106 saved
[793/2208] PCSAEA_N100 DTLZ5 M15 run 20 FE=300 IGD=0.74535219 saved
[794/2208] PCSAEA_N100 DTLZ5 M15 run 19 FE=300 IGD=0.58036429 saved
[795/2208] PCSAEA_N100 DTLZ5 M15 run 21 FE=300 IGD=0.76967186 saved
[796/2208] PCSAEA_N100 DTLZ5 M15 run 22 FE=300 IGD=0.77613373 saved
[797/2208] PCSAEA_N100 DTLZ5 M15 run 23 FE=300 IGD=0.65126039 saved
[798/2208] PCSAEA_N100 DTLZ5 M15 run 24 FE=300 IGD=0.71914561 saved
[799/2208] PCSAEA_N100 DTLZ5 M15 run 26 FE=300 IGD=0.68180029 saved
[800/2208] PCSAEA_N100 DTLZ5 M15 run 25 FE=300 IGD=0.8682023 saved
[801/2208] PCSAEA_N100 DTLZ5 M15 run 27 FE=300 IGD=0.6549187 saved
[802/2208] PCSAEA_N100 DTLZ5 M15 run 28 FE=300 IGD=0.82340526 saved
[803/2208] PCSAEA_N100 DTLZ5 M15 run 29 FE=300 IGD=0.67081637 saved
[804/2208] PCSAEA_N100 DTLZ5 M15 run 30 FE=300 IGD=0.78299454 saved
[805/2208] KRVEA_100 DTLZ5 M15 run 19 FE=300 IGD=0.56203259 saved
[806/2208] KRVEA_100 DTLZ5 M15 run 20 FE=300 IGD=0.39682529 saved
[807/2208] KRVEA_100 DTLZ5 M15 run 22 FE=300 IGD=0.40722055 saved
[808/2208] KRVEA_100 DTLZ5 M15 run 21 FE=300 IGD=0.71368714 saved
[809/2208] KRVEA_100 DTLZ5 M15 run 23 FE=300 IGD=0.55079924 saved
[810/2208] KRVEA_100 DTLZ5 M15 run 24 FE=300 IGD=0.55747987 saved
[811/2208] KRVEA_100 DTLZ5 M15 run 26 FE=300 IGD=0.70381459 saved
[812/2208] KRVEA_100 DTLZ5 M15 run 25 FE=300 IGD=0.60578963 saved
[813/2208] KRVEA_100 DTLZ5 M15 run 28 FE=300 IGD=0.59311819 saved
[814/2208] KRVEA_100 DTLZ5 M15 run 27 FE=300 IGD=0.64010696 saved
[815/2208] KRVEA_100 DTLZ5 M15 run 30 FE=300 IGD=0.64468755 saved
[816/2208] KRVEA_100 DTLZ5 M15 run 29 FE=300 IGD=0.58352344 saved
[817/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 01 FE=300 IGD=0.51123493 saved
[818/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 02 FE=300 IGD=0.50619504 saved
[819/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 04 FE=300 IGD=0.6309469 saved
[820/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 03 FE=300 IGD=0.60278345 saved
[821/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 06 FE=300 IGD=0.59607296 saved
[822/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 05 FE=300 IGD=0.64340551 saved
[823/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 08 FE=300 IGD=0.5347081 saved
[824/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 07 FE=300 IGD=0.46890372 saved
[825/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 10 FE=300 IGD=0.5766247 saved
[826/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 09 FE=300 IGD=0.59187084 saved
[827/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 12 FE=300 IGD=0.47367565 saved
[828/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 11 FE=300 IGD=0.55032268 saved
[829/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 14 FE=300 IGD=0.46556541 saved
[830/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 13 FE=300 IGD=0.32341351 saved
[831/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 16 FE=300 IGD=0.66247137 saved
[832/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 15 FE=300 IGD=0.62317731 saved
[833/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 17 FE=300 IGD=0.68242902 saved
[834/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 18 FE=300 IGD=0.62236587 saved
[835/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 20 FE=300 IGD=0.50005818 saved
[836/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 19 FE=300 IGD=0.55421458 saved
[837/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 22 FE=300 IGD=0.52683782 saved
[838/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 21 FE=300 IGD=0.62263331 saved
[839/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 23 FE=300 IGD=0.48474109 saved
[840/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 24 FE=300 IGD=0.6444991 saved
[841/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 25 FE=300 IGD=0.70519306 saved
[842/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 26 FE=300 IGD=0.65608462 saved
[843/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 28 FE=300 IGD=0.55566103 saved
[844/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 27 FE=300 IGD=0.61773533 saved
[845/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 30 FE=300 IGD=0.57079244 saved
[846/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M15 run 29 FE=300 IGD=0.58238767 saved
[847/2208] PCSAEA_N100 DTLZ6 M15 run 19 FE=300 IGD=12.667192 saved
[848/2208] PCSAEA_N100 DTLZ6 M15 run 20 FE=300 IGD=12.8946 saved
[849/2208] PCSAEA_N100 DTLZ6 M15 run 21 FE=300 IGD=12.986657 saved
[850/2208] PCSAEA_N100 DTLZ6 M15 run 22 FE=300 IGD=12.786549 saved
[851/2208] PCSAEA_N100 DTLZ6 M15 run 23 FE=300 IGD=12.869765 saved
[852/2208] PCSAEA_N100 DTLZ6 M15 run 24 FE=300 IGD=12.916559 saved
[853/2208] PCSAEA_N100 DTLZ6 M15 run 25 FE=300 IGD=12.95676 saved
[854/2208] PCSAEA_N100 DTLZ6 M15 run 26 FE=300 IGD=12.401881 saved
[855/2208] PCSAEA_N100 DTLZ6 M15 run 27 FE=300 IGD=13.143776 saved
[856/2208] PCSAEA_N100 DTLZ6 M15 run 28 FE=300 IGD=13.100655 saved
[857/2208] PCSAEA_N100 DTLZ6 M15 run 29 FE=300 IGD=13.35159 saved
[858/2208] PCSAEA_N100 DTLZ6 M15 run 30 FE=300 IGD=12.620474 saved
[859/2208] KRVEA_100 DTLZ6 M15 run 20 FE=300 IGD=13.09053 saved
[860/2208] KRVEA_100 DTLZ6 M15 run 19 FE=300 IGD=11.662544 saved
[861/2208] KRVEA_100 DTLZ6 M15 run 22 FE=300 IGD=12.019363 saved
[862/2208] KRVEA_100 DTLZ6 M15 run 21 FE=300 IGD=12.11337 saved
[863/2208] KRVEA_100 DTLZ6 M15 run 23 FE=300 IGD=12.08158 saved
[864/2208] KRVEA_100 DTLZ6 M15 run 24 FE=300 IGD=11.363257 saved
[865/2208] KRVEA_100 DTLZ6 M15 run 26 FE=300 IGD=11.545954 saved
[866/2208] KRVEA_100 DTLZ6 M15 run 25 FE=300 IGD=11.472856 saved
[867/2208] KRVEA_100 DTLZ6 M15 run 27 FE=300 IGD=12.325302 saved
[868/2208] KRVEA_100 DTLZ6 M15 run 28 FE=300 IGD=11.579053 saved
[869/2208] KRVEA_100 DTLZ6 M15 run 29 FE=300 IGD=11.822773 saved
[870/2208] KRVEA_100 DTLZ6 M15 run 30 FE=300 IGD=11.403454 saved
[871/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 02 FE=300 IGD=8.8107981 saved
[872/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 01 FE=300 IGD=9.974267 saved
[873/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 03 FE=300 IGD=11.620269 saved
[874/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 04 FE=300 IGD=10.624736 saved
[875/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 05 FE=300 IGD=9.8574799 saved
[876/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 06 FE=300 IGD=11.800754 saved
[877/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 07 FE=300 IGD=9.5140424 saved
[878/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 08 FE=300 IGD=11.889861 saved
[879/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 09 FE=300 IGD=9.661996 saved
[880/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 10 FE=300 IGD=8.0257738 saved
[881/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 12 FE=300 IGD=11.127929 saved
[882/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 11 FE=300 IGD=9.8547867 saved
[883/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 14 FE=300 IGD=11.006122 saved
[884/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 13 FE=300 IGD=11.238264 saved
[885/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 16 FE=300 IGD=10.634409 saved
[886/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 15 FE=300 IGD=9.9973047 saved
[887/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 18 FE=300 IGD=11.183539 saved
[888/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 17 FE=300 IGD=12.545376 saved
[889/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 19 FE=300 IGD=10.220554 saved
[890/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 20 FE=300 IGD=10.288233 saved
[891/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 22 FE=300 IGD=7.9581107 saved
[892/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 21 FE=300 IGD=9.132791 saved
[893/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 24 FE=300 IGD=10.484484 saved
[894/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 23 FE=300 IGD=11.547547 saved
[895/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 25 FE=300 IGD=9.3698048 saved
[896/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M15 run 26 FE=300 IGD=9.7174567 saved
